0,-0,0,0
2.652,-1.1972,2.6221e-08,6.5167e-10
10.798,-4.9239,2.5813e-07,1.2304e-08
24.542,-11.305,9.8201e-07,6.9084e-08
43.752,-20.361,2.5059e-06,2.3564e-07
68.087,-32,5.0907e-06,6.0564e-07
97.015,-46.025,8.9142e-06,1.2949e-06
129.83,-62.128,1.4066e-05,2.4324e-06
165.68,-79.898,2.0555e-05,4.1522e-06
203.57,-98.819,2.8322e-05,6.5855e-06
242.38,-118.28,3.7238e-05,9.8542e-06
280.86,-137.57,4.7108e-05,1.4064e-05
317.63,-155.9,5.7667e-05,1.9298e-05
351.18,-172.41,6.8577e-05,2.5608e-05
379.87,-186.16,7.9437e-05,3.301e-05
401.9,-196.15,8.9778e-05,4.1476e-05
415.32,-201.34,9.9074e-05,5.0929e-05
418.01,-200.65,0.00010674,6.1235e-05
407.7,-193,0.00011216,7.2201e-05
381.98,-177.27,0.00011464,8.3567e-05
338.31,-152.38,0.00011348,9.5006e-05
274.04,-117.29,0.00010793,0.00010612
186.49,-70.983,9.7222e-05,0.00011642
72.993,-12.545,8.0585e-05,0.00012536
-69.04,58.851,5.7248e-05,0.00013231
-242.03,143.91,2.6464e-05,0.00013656
-448.13,243.18,-1.247e-05,0.00013734
-689.13,357.07,-6.0194e-05,0.00013378
-966.38,485.75,-0.00011725,0.00012499
-1280.6,629.2,-0.00018407,0.00011001
-1632,787.18,-0.00026093,8.7847e-05
-2019.9,959.16,-0.00034793,5.7493e-05
-2442.8,1144.4,-0.00044496,1.7937e-05
-2898.6,1341.8,-0.0005517,-3.1812e-05
-3384.1,1550,-0.00066756,-9.2695e-05
-3895.3,1767.5,-0.00079169,-0.00016558
-4427.3,1992.4,-0.00092294,-0.00025125
-4974.6,2222.4,-0.0010599,-0.00035035
-5530.8,2455.2,-0.0012009,-0.00046335
-6089,2688.1,-0.001344,-0.00059058
-6641.5,2918.3,-0.0014869,-0.00073212
-7180.5,3142.6,-0.0016273,-0.00088785
-7697.5,3357.9,-0.0017625,-0.0010574
-8184,3560.8,-0.0018897,-0.0012401
-8631.3,3747.7,-0.0020062,-0.0014349
-9030.5,3915.2,-0.0021089,-0.0016408
-9372.8,4059.7,-0.002195,-0.0018562
-9649.7,4177.6,-0.0022616,-0.0020791
-9852.5,4265.4,-0.0023057,-0.0023077
-9973.1,4319.6,-0.0023249,-0.0025394
-10004,4336.9,-0.0023165,-0.0027717
-9936.8,4314.2,-0.0022782,-0.0030017
-9765.6,4248.5,-0.0022081,-0.0032263
-9484.1,4137.1,-0.0021044,-0.0034422
-9086.8,3977.7,-0.0019658,-0.0036461
-8569.4,3768.2,-0.0017911,-0.0038342
-7928.4,3506.9,-0.0015797,-0.0040031
-7161.6,3192.6,-0.0013315,-0.004149
-6267.8,2824.4,-0.0010468,-0.0042682
-5247.4,2402.2,-0.00072611,-0.0043572
-4101.9,1926.1,-0.00037081,-0.0044123
-2834.3,1396.9,1.742e-05,-0.0044303
-1448.8,815.74,0.00043638,-0.0044079
48.921,184.6,0.00088338,-0.0043421
1652,-494.16,0.0013552,-0.0042305
3352.4,-1217.6,0.0018484,-0.0040705
5140.9,-1982.2,0.0023587,-0.0038603
7007.5,-2784,0.0028819,-0.0035984
8941.2,-3618.4,0.0034133,-0.0032837
10930,-4480.5,0.0039478,-0.0029157
12962,-5364.7,0.0044804,-0.0024944
15024,-6265.2,0.0050058,-0.00202
17102,-7175.6,0.0055185,-0.0014937
19181,-8089.4,0.0060133,-0.00091701
21248,-8999.5,0.0064848,-0.00029194
23288,-9898.8,0.0069276,0.0003789
25284,-10780,0.0073368,0.0010924
27220,-11634,0.0077074,0.0018449
29081,-12455,0.0080346,0.0026323
30849,-13234,0.0083139,0.0034501
32506,-13963,0.008541,0.0042933
34035,-14635,0.008712,0.0051564
35419,-15241,0.0088232,0.0060337
36638,-15773,0.0088711,0.0069189
37676,-16226,0.0088525,0.0078057
38513,-16590,0.0087648,0.0086872
39133,-16861,0.0086053,0.0095563
39518,-17030,0.008372,0.010406
39652,-17094,0.0080631,0.011228
39521,-17046,0.0076774,0.012016
39110,-16882,0.007214,0.012761
38409,-16599,0.0066726,0.013456
37407,-16194,0.0060534,0.014093
36098,-15665,0.0053573,0.014665
34478,-15011,0.0045858,0.015162
32545,-14232,0.0037413,0.015579
30303,-13329,0.002827,0.015909
27756,-12305,0.0018469,0.016143
24915,-11162,0.00080599,0.016276
21792,-9906.1,-0.00028972,0.016302
18406,-8541.7,-0.0014333,0.016217
14776,-7075.7,-0.0026167,0.016015
10927,-5515.6,-0.003831,0.015693
6885.8,-3870,-0.0050664,0.015248
2681.8,-2148.3,-0.0063121,0.014679
-1653,-360.9,-0.0075566,0.013986
-6084.9,1481.3,-0.0087878,0.013169
-10579,3366.8,-0.0099932,0.01223
-15101,5283.4,-0.01116,0.011172
-19614,7218.7,-0.012275,0.0099996
-24085,9159.8,-0.013327,0.008719
-28480,11094,-0.014301,0.007337
-32766,13008,-0.015188,0.0058619
-36913,14889,-0.015975,0.0043029
-40895,16725,-0.016654,0.0026706
-44686,18502,-0.017215,0.00097619
-48264,20210,-0.017651,-0.00076809
-51610,21835,-0.017956,-0.0025495
-54709,23368,-0.018127,-0.0043547
-57547,24797,-0.018161,-0.0061703
-60115,26113,-0.018057,-0.0079823
-62406,27307,-0.017817,-0.0097771
-64414,28369,-0.017444,-0.011541
-66136,29293,-0.016941,-0.013262
-67570,30071,-0.016316,-0.014926
-68716,30698,-0.015576,-0.016521
-69572,31167,-0.014728,-0.018037
-70137,31475,-0.013781,-0.019464
-70409,31617,-0.012747,-0.020791
-70384,31590,-0.011634,-0.022011
-70059,31393,-0.010452,-0.023116
-69426,31023,-0.0092121,-0.0241
-68478,30480,-0.0079229,-0.024957
-67205,29764,-0.0065931,-0.025683
-65596,28876,-0.0052305,-0.026275
-63641,27818,-0.003842,-0.026729
-61330,26593,-0.0024336,-0.027043
-58654,25206,-0.0010101,-0.027216
-55604,23661,0.00042431,-0.027245
-52178,21965,0.0018662,-0.027131
-48375,20126,0.0033128,-0.026872
-44200,18153,0.0047615,-0.026469
-39661,16057,0.0062097,-0.025921
-34776,13849,0.0076546,-0.025228
-29564,11541,0.0090928,-0.02439
-24053,9149.3,0.01052,-0.02341
-18276,6687.6,0.011932,-0.022287
-12270,4172.6,0.013322,-0.021024
-6079,1621.3,0.014683,-0.019624
251.04,-948.63,0.016006,-0.018089
6669.4,-3518.9,0.017282,-0.016424
13123,-6071,0.018499,-0.014635
19557,-8586.1,0.019646,-0.012727
25914,-11046,0.020709,-0.010709
32137,-13431,0.021675,-0.0085887
38170,-15724,0.022529,-0.0063776
43954,-17907,0.023259,-0.0040871
49434,-19964,0.023849,-0.0017305
54557,-21878,0.024287,0.00067762
59269,-23634,0.024558,0.0031213
63521,-25220,0.024651,0.0055833
67269,-26621,0.024555,0.0080453
70471,-27829,0.024261,0.010488
73093,-28834,0.023761,0.012891
75104,-29629,0.02305,0.015233
76484,-30209,0.022124,0.017494
77218,-30572,0.020983,0.019651
77303,-30717,0.019629,0.021684
76742,-30645,0.018068,0.023571
75550,-30361,0.016307,0.025291
73751,-29871,0.014359,0.026826
71378,-29185,0.01224,0.028158
68473,-28312,0.0099661,0.02927
65087,-27267,0.0075609,0.030147
61275,-26064,0.0050486,0.030779
57102,-24719,0.0024567,0.031155
52633,-23250,-0.00018501,0.031269
47939,-21677,-0.0028448,0.031118
43091,-20019,-0.0054898,0.030701
38159,-18298,-0.0080863,0.030023
33214,-16533,-0.0106,0.029088
28322,-14747,-0.012999,0.027907
23546,-12960,-0.015251,0.026494
18946,-11192,-0.017324,0.024864
14575,-9465.3,-0.019193,0.023036
10482,-7797.4,-0.020831,0.021033
6710.3,-6207.1,-0.022217,0.018879
3296.2,-4711.5,-0.023334,0.016599
270.66,-3326.6,-0.024168,0.014222
-2341.3,-2066.9,-0.024708,0.011776
-4520.8,-945.15,-0.024949,0.0092907
-6254.6,27.357,-0.024891,0.0067962
-7535.5,841.23,-0.024536,0.0043225
-8361.4,1488.9,-0.023891,0.0018988
-8735.7,1964.8,-0.022966,-0.00044638
-8666.8,2265.3,-0.021777,-0.0026858
-8167.7,2388.7,-0.020341,-0.0047938
-7255.8,2335.5,-0.018679,-0.0067467
-5952.3,2108.1,-0.016813,-0.0085232
-4281.8,1710.8,-0.014771,-0.010104
-2271.9,1149.9,-0.012577,-0.011473
47.315,433.62,-0.010262,-0.012616
2643.7,-428.14,-0.0078528,-0.013523
5483.7,-1423.7,-0.0053805,-0.014185
8532.3,-2540,-0.0028741,-0.014598
11754,-3762.1,-0.00036263,-0.014761
15111,-5074.1,0.0021258,-0.014673
18568,-6458.5,0.0045643,-0.014338
22087,-7896.9,0.0069271,-0.013763
25630,-9369.8,0.0091903,-0.012957
29158,-10857,0.011332,-0.01193
32632,-12337,0.013332,-0.010696
