0,-0,0,0
3.1028,-1.368,3.0428e-08,7.511e-10
12.977,-5.7663,3.0489e-07,1.4436e-08
30.292,-13.572,1.1817e-06,8.2287e-08
55.455,-25.072,3.0739e-06,2.8498e-07
88.604,-40.454,6.3696e-06,7.4392e-07
129.59,-59.805,1.1385e-05,1.616e-06
178.01,-83.107,1.8348e-05,3.0854e-06
233.17,-110.24,2.74e-05,5.3547e-06
294.14,-140.98,3.86e-05,8.6363e-06
359.8,-175,5.1922e-05,1.3145e-05
428.83,-211.87,6.7248e-05,1.9086e-05
499.77,-251.1,8.4371e-05,2.6653e-05
571.09,-292.07,0.00010299,3.6009e-05
641.17,-334.12,0.00012272,4.7285e-05
708.42,-376.51,0.0001431,6.0572e-05
771.22,-418.44,0.00016361,7.5907e-05
828.03,-459.04,0.00018369,9.3276e-05
877.36,-497.41,0.00020274,0.00011261
917.8,-532.61,0.00022016,0.00013377
948,-563.67,0.00023534,0.00015656
966.69,-589.57,0.00024767,0.00018074
972.61,-609.3,0.0002566,0.00020598
964.56,-621.81,0.00026158,0.00023192
941.29,-626.05,0.0002621,0.00025814
901.52,-620.95,0.0002577,0.00028418
843.89,-605.44,0.00024797,0.00030951
766.92,-578.48,0.00023252,0.00033358
669.01,-539.01,0.00021098,0.00035581
548.39,-485.99,0.00018305,0.00037556
403.14,-418.42,0.0001484,0.0003922
231.14,-335.33,0.00010675,0.00040501
30.155,-235.78,5.7791e-05,0.00041331
-202.22,-118.91,1.2399e-06,0.00041633
-468.47,16.075,-6.3206e-05,0.0004133
-771.15,169.9,-0.00013585,0.00040342
-1112.8,343.16,-0.00021701,0.00038585
-1495.9,536.37,-0.00030699,0.00035973
-1922.7,749.87,-0.0004061,0.00032416
-2395.4,983.86,-0.00051461,0.00027822
-2915.6,1238.4,-0.00063276,0.00022094
-3484.7,1513.3,-0.00076075,0.00015135
-4103.3,1808.1,-0.00089868,6.8474e-05
-4771.7,2122.4,-0.0010465,-2.8694e-05
-5489.2,2455.2,-0.0012042,-0.00014114
-6254.2,2805.4,-0.0013714,-0.00026983
-7064.5,3171.7,-0.0015476,-0.0004157
-7916.5,3552.3,-0.0017321,-0.0005796
-8805.9,3945.5,-0.001924,-0.00076234
-9727.2,4348.9,-0.0021221,-0.00096458
-10674,4760,-0.0023248,-0.0011869
-11638,5176,-0.0025304,-0.0014296
-12612,5593.9,-0.0027367,-0.0016929
-13585,6010.3,-0.0029415,-0.0019769
-14547,6421.8,-0.0031421,-0.0022811
-15488,6824.5,-0.0033354,-0.002605
-16396,7214.6,-0.0035185,-0.0029478
-17259,7587.9,-0.003688,-0.0033082
-18066,7940.3,-0.0038404,-0.0036848
-18804,8267.6,-0.0039722,-0.0040756
-19463,8565.4,-0.0040799,-0.0044784
-20030,8829.4,-0.0041601,-0.0048907
-20495,9055.6,-0.0042094,-0.0053094
-20848,9239.6,-0.0042247,-0.0057314
-21079,9377.6,-0.0042032,-0.0061531
-21181,9465.6,-0.0041422,-0.0065707
-21146,9499.9,-0.0040397,-0.0069802
-20968,9477.1,-0.0038939,-0.0073772
-20639,9394.1,-0.0037036,-0.0077575
-20157,9247.7,-0.0034681,-0.0081165
-19516,9035.5,-0.0031869,-0.0084497
-18714,8755.2,-0.0028605,-0.0087524
-17748,8404.6,-0.0024894,-0.0090203
-16617,7982.3,-0.0020748,-0.0092489
-15320,7487.1,-0.0016184,-0.009434
-13856,6918,-0.0011222,-0.0095714
-12226,6274.8,-0.0005886,-0.0096573
-10432,5557.4,-2.0349e-05,-0.009688
-8476,4766.4,0.0005795,-0.0096604
-6360.6,3902.7,0.0012076,-0.0095713
-4090.4,2968,0.0018605,-0.0094182
-1670.5,1964,0.0025343,-0.0091987
892.65,893.44,0.0032251,-0.0089109
3591.6,-240.75,0.0039287,-0.0085534
6417.4,-1435,0.004641,-0.008125
9360,-2685.3,0.0053573,-0.0076252
12408,-3987,0.0060733,-0.0070537
15549,-5335.1,0.0067842,-0.0064108
18769,-6724,0.0074853,-0.0056973
22054,-8147.7,0.0081717,-0.0049144
25387,-9599.9,0.0088387,-0.0040638
