0,-0,0,0
5.5036,-2.384,5.4067e-08,1.3387e-09
22.717,-9.9169,5.3718e-07,2.5518e-08
52.241,-23.006,2.0617e-06,1.4434e-07
94.063,-41.833,5.3041e-06,4.9572e-07
147.56,-66.347,1.0856e-05,1.2822e-06
211.52,-96.26,1.9135e-05,2.7574e-06
284.19,-131.06,3.0365e-05,5.2068e-06
363.34,-170,4.4577e-05,8.9288e-06
446.37,-212.13,6.1627e-05,1.4216e-05
530.32,-256.3,8.1197e-05,2.1337e-05
612.06,-301.2,0.0001028,3.0521e-05
688.3,-345.34,0.00012579,4.1941e-05
755.73,-387.11,0.00014935,5.5695e-05
811.06,-424.8,0.00017254,7.1795e-05
851.09,-456.59,0.00019434,9.0153e-05
872.79,-480.62,0.00021362,0.00011057
873.26,-495,0.00022924,0.00013275
849.81,-497.82,0.00024004,0.00015626
799.93,-487.18,0.00024488,0.00018056
721.25,-461.23,0.00024266,0.000205
611.57,-418.17,0.00023235,0.00022882
468.78,-356.29,0.000213,0.00025116
290.85,-273.97,0.00018377,0.00027109
75.779,-169.74,0.0001439,0.00028756
-178.39,-42.28,9.2735e-05,0.00029949
-473.64,109.57,2.9744e-05,0.00030572
-811.92,286.77,-4.5508e-05,0.00030504
-1195.2,490.03,-0.00013336,0.0002962
-1625.4,719.86,-0.00023403,0.00027795
-2104.2,976.44,-0.00034768,0.00024898
-2633.3,1259.7,-0.00047433,0.00020799
-3214.1,1569.2,-0.00061395,0.00015369
-3847.5,1904.2,-0.00076636,8.4792e-05
-4534,2263.6,-0.0009313,2.2156e-08
-5273.3,2645.8,-0.0011084,-0.00010185
-6064.4,3048.8,-0.001297,-0.00022201
-6905.2,3470.3,-0.0014964,-0.00036158
-7792.6,3907.4,-0.0017058,-0.0005216
-8722,4356.8,-0.0019238,-0.00070299
-9687.5,4814.7,-0.0021491,-0.00090657
-10681,5276.8,-0.0023797,-0.001133
-11695,5738.4,-0.0026138,-0.0013826
-12716,6194.3,-0.0028486,-0.0016557
-13734,6638.9,-0.0030812,-0.0019522
-14733,7066.1,-0.0033085,-0.0022717
-15698,7469.7,-0.0035265,-0.0026135
-16611,7842.9,-0.0037311,-0.0029765
-17456,8178.8,-0.0039177,-0.0033591
